,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,total_charges_per_month,tenure_totalcharges,blend10,blend3,pred10,pred3,profit10,profit3,training_data,profit_without_model
3922,6332-fbzri,male,0,yes,yes,67,yes,yes,dsl,yes,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),69.35,4653.25,0,67.09805335255949,21652735.5625,0.010001789449537696,0.011224754065599784,0,0,5000,5000,Yes,5000
3923,9150-hepmb,male,0,no,no,56,yes,no,dsl,yes,no,yes,no,no,no,one_year,no,mailed_check,52.7,3019.7,0,57.29981024667931,9118588.089999998,0.012186312523407386,0.013209103133255878,0,0,5000,5000,Yes,5000
3924,9278-vzkcd,female,1,yes,no,52,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,109.1,5647.95,0,51.768560953253896,31899339.202499997,0.6941257879892544,0.6344199352470461,1,1,-1000,-1000,Yes,5000
3925,7495-ookfy,female,1,yes,no,8,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),80.65,633.3,1,7.852448853068815,401068.88999999996,0.8384519021001,0.8055434926289674,1,1,4000,4000,Yes,-5000
3926,1629-dqqvb,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),50.1,709.5,0,14.161676646706587,503390.25,0.5774123718110176,0.4963290126461427,1,0,-1000,5000,Yes,5000
3927,7798-jvxym,female,0,no,no,14,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,69.65,921.4,0,13.229002153625268,848977.96,0.6604195204694455,0.6012873956194034,1,1,-1000,-1000,Yes,5000
3928,2878-rmwxy,male,1,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),102.65,7550.3,0,73.55382367267413,57007030.09,0.04074905692550175,0.052036450686848534,0,0,5000,5000,Yes,5000
3929,1302-tpubn,male,0,no,no,66,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.35,1240.8,0,64.12403100775192,1539584.64,0.00308847352752987,0.0034151117131622144,0,0,5000,5000,Yes,5000
3930,3551-huazh,male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.4,74.4,1,1.0,5535.360000000001,0.9215297017126985,0.9033590089966819,1,1,4000,4000,Yes,-5000
3931,7508-dqakk,female,0,no,no,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),86.4,5442.05,0,62.98668981481481,29615908.2025,0.01070631207641699,0.013633266804505127,0,0,5000,5000,Yes,5000
3932,5616-prtnt,male,0,no,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,19.4,374.5,1,19.304123711340207,140250.25,0.07665096419030684,0.08983939115711315,0,0,-5000,-5000,Yes,-5000
3933,2606-rmdhz,male,0,no,no,6,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),30.5,208.7,1,6.842622950819671,43555.689999999995,0.7490267253201637,0.6966060413681416,1,1,4000,4000,Yes,-5000
3934,3547-lqrik,female,0,yes,no,47,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,26.9,1250.85,0,46.5,1564625.7224999997,0.011659067148148062,0.014121002170441658,0,0,5000,5000,Yes,5000
3935,5327-xokky,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two_year,yes,credit_card_(automatic),73.45,5329.0,0,72.55275697753574,28398241.0,0.024498490245726038,0.030704786387836636,0,0,5000,5000,Yes,5000
3936,9743-dqkqw,male,0,no,no,3,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,25.1,79.8,0,3.1792828685258963,6368.04,0.7649786227807689,0.7197976523011922,1,1,-1000,-1000,Yes,5000
3937,4291-shsbh,male,0,no,no,7,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.55,521.35,0,7.496046010064703,271805.8225,0.7869629849280627,0.7555266761584303,1,1,-1000,-1000,Yes,5000
3938,0264-cnitk,female,0,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.1,1389.6,0,69.13432835820895,1930988.1599999997,0.0017509107868725888,0.0019637849007119144,0,0,5000,5000,Yes,5000
3939,2121-jafom,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),115.55,8312.4,0,71.93768931198615,69095993.75999999,0.03362837796207835,0.04234422641664074,0,0,5000,5000,Yes,5000
3940,2919-hbcjo,female,0,no,no,4,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),76.65,333.6,1,4.35225048923679,111288.96000000002,0.8319619894573798,0.7918708859194623,1,1,4000,4000,Yes,-5000
3941,6543-xrmyr,female,1,no,no,30,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,99.7,2967.35,1,29.762788365095282,8805166.022499999,0.8321919591000526,0.799899566311174,1,1,4000,4000,Yes,-5000
3942,4929-bstrx,female,0,no,no,1,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed_check,53.55,53.55,1,1.0,2867.6024999999995,0.8129435474970546,0.7640883610560325,1,1,4000,4000,Yes,-5000
3943,6631-hmanx,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),85.45,6227.5,0,72.87887653598595,38781756.25,0.013771059212345817,0.017415537424010585,0,0,5000,5000,Yes,5000
3944,8805-jnraz,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,49.2,103.7,0,2.107723577235772,10753.69,0.6477990981026922,0.5803495897086092,1,1,-1000,-1000,Yes,5000
3945,0406-bpdvr,female,1,yes,no,54,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,credit_card_(automatic),101.5,5373.1,1,52.936945812807885,28870203.610000003,0.6121416344407231,0.5561839250924121,1,1,4000,4000,Yes,-5000
3946,5090-emgtc,female,0,yes,no,59,yes,no,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,mailed_check,100.05,6034.85,0,60.31834082958521,36419414.5225,0.04859349881627653,0.059953745503727084,0,0,5000,5000,Yes,5000
3947,1069-xaiem,female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.05,85.05,1,1.0,7233.5025,0.9434056405459028,0.9283067825979394,1,1,4000,4000,Yes,-5000
3948,0133-bmfzo,female,0,no,no,2,yes,no,fiber_optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic_check,86.25,181.65,1,2.106086956521739,32996.7225,0.7490086857500725,0.695009294903878,1,1,4000,4000,Yes,-5000
3949,2164-soqxl,female,0,yes,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.05,406.05,0,20.251870324189525,164876.6025,0.02764262611886256,0.033885697204910886,0,0,5000,5000,Yes,5000
3950,9506-uxusk,male,0,no,no,13,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.15,931.75,0,13.282252316464717,868158.0625,0.7933079005421468,0.7561895124101685,1,1,-1000,-1000,Yes,5000
3951,9867-nnxlc,female,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.05,470.2,0,23.45137157107232,221088.03999999998,0.03945526267700407,0.0491265382844096,0,0,5000,5000,Yes,5000
3952,9412-gheec,male,0,no,no,40,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),104.8,4131.95,1,39.42700381679389,17073010.8025,0.6500883916280176,0.5792468070200409,1,1,4000,4000,Yes,-5000
3953,2346-locwc,female,0,yes,yes,58,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.5,1191.4,0,58.117073170731715,1419433.9600000002,0.0032352496704125314,0.0036967009192459743,0,0,5000,5000,Yes,5000
3954,6128-aqbmt,male,1,yes,no,41,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,53.95,2215.4,0,41.06394810009268,4907997.16,0.674421201012334,0.6013681989541617,1,1,-1000,-1000,Yes,5000
3955,3351-ngxyi,female,1,no,no,16,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,54.1,889.0,0,16.43253234750462,790321.0,0.7283146749628682,0.6704049435387666,1,1,-1000,-1000,Yes,5000
3956,2999-aanrq,female,0,no,no,21,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,credit_card_(automatic),71.05,1524.85,0,21.46164672765658,2325167.5224999995,0.029495142894376623,0.03539404626782661,0,0,5000,5000,Yes,5000
3957,3594-bdsoa,female,0,yes,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.4,482.8,0,23.666666666666668,233095.84,0.016315621714386948,0.020638529015411692,0,0,5000,5000,Yes,5000
3958,0356-obmac,female,1,no,no,56,yes,yes,fiber_optic,no,yes,yes,yes,yes,no,two_year,yes,bank_transfer_(automatic),99.9,5706.3,0,57.12012012012012,32561859.69,0.0585246923221008,0.0735440053729982,0,0,5000,5000,Yes,5000
3959,2195-vvrjf,male,1,yes,no,18,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),59.1,1011.05,0,17.107445008460235,1022222.1024999999,0.6454645125239493,0.5745940702799666,1,1,-1000,-1000,Yes,5000
3960,5954-bdfsg,female,0,no,no,72,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),107.5,7853.7,0,73.05767441860465,61680603.69,0.05135401989152214,0.06501012002442086,0,0,5000,5000,Yes,5000
3961,7028-dvoiq,male,1,no,no,35,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.05,3395.8,1,34.28369510348309,11531457.64,0.8171911352012103,0.781355549452628,1,1,4000,4000,Yes,-5000
3962,9770-kxgqu,female,0,no,no,53,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,one_year,no,mailed_check,98.6,5311.85,0,53.87271805273834,28215750.422500003,0.04300910654054071,0.05168043997950919,0,0,5000,5000,Yes,5000
3963,8229-myejz,female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,51.2,498.25,0,9.7314453125,248253.0625,0.6217299945081465,0.5557623769174015,1,1,-1000,-1000,Yes,5000
3964,0394-yondk,male,0,yes,yes,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.15,1790.15,0,71.17892644135189,3204637.0225000004,0.0020918993039220637,0.002433155055261717,0,0,5000,5000,Yes,5000
3965,2172-ejxvf,female,1,no,no,71,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,105.9,7521.95,0,71.02880075542964,56579731.802499995,0.5680764587150385,0.5043721086659452,1,1,-1000,-1000,Yes,5000
3966,3533-uvmom,male,0,yes,no,68,yes,no,dsl,yes,yes,yes,no,no,yes,two_year,no,bank_transfer_(automatic),70.95,4741.45,0,66.82804792107117,22481348.1025,0.007407541931746711,0.008723568835779785,0,0,5000,5000,Yes,5000
3967,7037-mtyvw,male,0,yes,yes,38,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),85.4,3297.0,0,38.60655737704918,10870209.0,0.029517068609352208,0.03716802428515514,0,0,5000,5000,Yes,5000
3968,5482-plvpe,female,1,no,no,2,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,24.35,41.85,1,1.7186858316221765,1751.4225000000001,0.8181724861164799,0.7790302333655377,1,1,4000,4000,Yes,-5000
3969,9921-ezkby,male,0,no,yes,33,yes,yes,fiber_optic,yes,no,yes,no,no,yes,month-to-month,yes,bank_transfer_(automatic),95.3,3275.15,0,34.366736621196225,10726607.5225,0.6446285893712004,0.5802340189358985,1,1,-1000,-1000,Yes,5000
3970,6736-dhuqi,female,0,yes,yes,67,yes,no,fiber_optic,yes,yes,yes,no,no,no,one_year,no,bank_transfer_(automatic),84.8,5598.3,0,66.01768867924528,31340962.89,0.018535890179530827,0.021258186892055112,0,0,5000,5000,Yes,5000
3971,4482-ftffx,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic_check,56.15,291.45,0,5.190560997328584,84943.1025,0.6636748100892603,0.5929177874020165,1,1,-1000,-1000,Yes,5000
3972,5760-wrahc,female,1,no,no,22,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,mailed_check,69.75,1545.4,0,22.156272401433693,2388261.16,0.5728083036471188,0.4891696931434806,1,0,-1000,5000,Yes,5000
3973,9501-ukknl,male,0,no,no,59,no,no_phone_service,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,51.7,3005.8,0,58.13926499032882,9034833.64,0.5576220685171298,0.4674417651945027,1,0,-1000,5000,Yes,5000
3974,9929-plvpa,female,0,no,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.4,94.5,0,4.632352941176471,8930.25,0.06909979840253673,0.08484929989711712,0,0,5000,5000,Yes,5000
3975,0298-xacet,male,0,yes,yes,52,no,no_phone_service,dsl,no,yes,yes,yes,yes,no,two_year,no,mailed_check,50.2,2554.0,0,50.87649402390438,6522916.0,0.011331137787406118,0.013042506262449826,0,0,5000,5000,Yes,5000
3976,7005-cyuil,female,1,yes,no,71,yes,no,fiber_optic,yes,yes,yes,yes,yes,no,two_year,yes,electronic_check,99.4,7168.25,0,72.11519114688129,51383808.0625,0.023963846946762832,0.030600181359592252,0,0,5000,5000,Yes,5000
3977,4389-uefcz,female,0,yes,no,72,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,electronic_check,105.5,7544.0,0,71.50710900473933,56911936.0,0.060390032627384634,0.0779040343366902,0,0,5000,5000,Yes,5000
3978,2434-eevdb,female,0,yes,no,64,yes,yes,fiber_optic,yes,no,yes,no,yes,no,two_year,yes,credit_card_(automatic),94.6,5948.7,0,62.88266384778013,35387031.69,0.03878787646604437,0.04929190254057467,0,0,5000,5000,Yes,5000
3979,5702-kvqrd,male,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,82.55,5832.65,0,70.65596608116293,34019806.02249999,0.010376997629029308,0.013133498098998398,0,0,5000,5000,Yes,5000
3980,3703-vavcl,male,0,yes,yes,2,yes,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,no,credit_card_(automatic),90.0,190.05,1,2.111666666666667,36119.0025,0.7062614907020766,0.6520685202732824,1,1,4000,4000,Yes,-5000
3981,5196-wpyow,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one_year,no,mailed_check,60.05,3994.05,0,66.51207327227311,15952435.402500002,0.006790521277072968,0.007296669363971236,0,0,5000,5000,Yes,5000
3982,9926-pjhdq,female,0,yes,yes,72,yes,yes,dsl,no,no,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),76.8,5468.45,0,71.20377604166667,29903945.4025,0.020100012630827314,0.024948534284463707,0,0,5000,5000,Yes,5000
3983,1395-ofuwc,male,0,yes,yes,43,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),29.3,1224.05,0,41.77645051194539,1498298.4024999999,0.14629503263606297,0.1316721678003221,0,0,5000,5000,Yes,5000
3984,9764-reaff,female,0,yes,no,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),18.4,1057.85,0,57.49184782608695,1119046.6224999998,0.0049714954006606984,0.00547139205396029,0,0,5000,5000,Yes,5000
3985,5843-tthgi,female,0,no,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed_check,50.0,892.7,0,17.854,796913.29,0.6101926082845115,0.536046374473618,1,1,-1000,-1000,Yes,5000
3986,4424-tkopw,male,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.85,196.75,1,2.0964304741608952,38710.5625,0.9321474856210545,0.917958735133108,1,1,4000,4000,Yes,-5000
3987,4667-ohgkg,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.3,19.3,1,1.0,372.49,0.16081477668038974,0.1873254930700818,0,0,-5000,-5000,Yes,-5000
3988,2954-pibko,female,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),64.15,4254.1,0,66.3148869836321,18097366.810000002,0.005785201117641594,0.006842093171538989,0,0,5000,5000,Yes,5000
3989,7629-wixzf,female,0,no,no,7,yes,no,dsl,yes,no,no,no,no,yes,one_year,yes,electronic_check,59.1,369.25,0,6.2478849407783414,136345.5625,0.6097181792467014,0.5470400062198247,1,1,-1000,-1000,Yes,5000
3990,6465-gsrcl,female,0,no,yes,67,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),106.6,7244.7,0,67.96153846153847,52485678.089999996,0.07842935723053408,0.09187161729872716,0,0,5000,5000,Yes,5000
3991,1450-galxr,female,0,no,no,10,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,98.5,1058.25,1,10.743654822335026,1119893.0625,0.8863601485034944,0.8574289647427037,1,1,4000,4000,Yes,-5000
3992,7542-cyddm,male,0,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.05,358.5,0,17.880299251870323,128522.25,0.03172403649630382,0.03973388934366053,0,0,5000,5000,Yes,5000
3993,4238-hfhsn,male,1,yes,no,61,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,82.15,4904.85,0,59.706025562994526,24057553.522500005,0.6306826621728238,0.5583622603376324,1,1,-1000,-1000,Yes,5000
3994,8111-bkvds,female,0,no,no,10,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),40.7,449.3,0,11.039312039312039,201870.49000000002,0.30000674587366116,0.2817291771072729,0,0,5000,5000,Yes,5000
3995,7672-vfmxz,male,0,yes,no,57,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic_check,55.7,3171.6,0,56.9407540394973,10059046.559999999,0.4133970455672165,0.33997162083512483,0,0,5000,5000,Yes,5000
3996,7590-vhveg,female,0,yes,no,1,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic_check,29.85,29.85,0,1.0,891.0225,0.8226969229860638,0.7863501038205343,1,1,-1000,-1000,Yes,5000
3997,3709-oijea,male,0,no,no,26,yes,no,fiber_optic,no,yes,yes,yes,no,no,one_year,yes,electronic_check,85.2,2184.6,0,25.640845070422532,4772477.159999999,0.568376073299792,0.4986381525106716,1,0,-1000,5000,Yes,5000
3998,5995-snnew,male,1,yes,no,23,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.45,2184.85,0,20.917663954044997,4773569.5225,0.8403432249780116,0.8088261465244323,1,1,-1000,-1000,Yes,5000
3999,9720-jjjor,male,0,yes,yes,41,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,bank_transfer_(automatic),60.3,2511.3,0,41.64676616915423,6306627.690000001,0.03257693326491206,0.03652358525420317,0,0,5000,5000,Yes,5000
4000,8480-pponv,male,0,yes,yes,62,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),115.55,7159.05,0,61.95629597576807,51251996.9025,0.030283849116114772,0.03667392806557229,0,0,5000,5000,Yes,5000
4001,2656-fmokz,female,1,no,no,15,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,74.45,1145.7,1,15.38885157824043,1312628.49,0.8310398444632946,0.7936442435690775,1,1,4000,4000,Yes,-5000
4002,7931-pxhfc,male,0,no,no,38,yes,no,dsl,no,no,yes,yes,no,yes,one_year,yes,mailed_check,62.3,2354.8,1,37.79775280898877,5545083.040000001,0.1359851774855598,0.12732439766865913,0,0,-5000,-5000,Yes,-5000
4003,5956-vkdtt,female,1,yes,no,5,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.35,334.8,1,4.5030262273032955,112091.04000000001,0.8908099478653184,0.8703869294011966,1,1,4000,4000,Yes,-5000
4004,8985-oopos,female,0,no,no,1,yes,no,dsl,no,no,yes,yes,yes,yes,one_year,no,credit_card_(automatic),74.1,74.1,0,1.0,5490.8099999999995,0.14185678626969173,0.1606460600347808,0,0,5000,5000,Yes,5000
4005,9824-qcjpk,male,0,yes,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,666.75,0,33.3375,444555.5625,0.008310043959975002,0.010220691443304572,0,0,5000,5000,Yes,5000
4006,3275-rhrne,male,0,yes,yes,28,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),60.0,1682.05,0,28.034166666666668,2829292.2024999997,0.05320830540898963,0.06535406422175433,0,0,5000,5000,Yes,5000
4007,4299-simns,male,0,no,no,9,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,81.15,784.45,0,9.666666666666666,615361.8025000001,0.7813405950557435,0.7452794056724353,1,1,-1000,-1000,Yes,5000
4008,7964-vexdg,male,0,no,yes,21,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,no,electronic_check,80.35,1747.2,0,21.74486621032981,3052707.8400000003,0.6766645301435862,0.6147648192940401,1,1,-1000,-1000,Yes,5000
4009,2573-gyruu,male,1,yes,no,48,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),91.05,4370.75,0,48.00384404173531,19103455.5625,0.6875729000321428,0.627433655565839,1,1,-1000,-1000,Yes,5000
4010,5175-wlyxl,male,0,no,no,22,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,78.85,1600.25,0,20.294863665187066,2560800.0625,0.7052790038975938,0.6507351128227258,1,1,-1000,-1000,Yes,5000
